station,parameter,first_sample,last_sample,n_obs,site_type,sub_site_type
835,chloride_mgl,2020-03-16,2022-09-26,12,stream,
835,hydrogenDissolved_moll,1986-07-03,2022-09-26,225,stream,
835,phosphorusTotal_mgl,1986-07-03,2022-09-26,259,stream,
835,specificConductance_uScm,1986-07-03,2022-09-26,251,stream,
835,turbidity_NTU,1993-03-30,2022-09-26,215,stream,
835.1,phosphorusTotal_mgl,1997-04-18,1997-04-18,1,stream,
835.1,specificConductance_uScm,1997-04-18,1997-04-18,1,stream,
835.1,turbidity_NTU,1997-04-18,1997-04-18,1,stream,
835.15,hydrogenDissolved_moll,2004-07-12,2004-08-02,2,stream,
835.15,phosphorusTotal_mgl,2004-07-12,2004-08-02,2,stream,
835.15,specificConductance_uScm,2004-07-12,2004-08-02,2,stream,
835.15,turbidity_NTU,2004-07-12,2004-08-02,2,stream,
835.2,hydrogenDissolved_moll,1993-07-28,2004-08-02,11,stream,
835.2,phosphorusTotal_mgl,1993-07-28,2004-08-02,10,stream,
835.2,specificConductance_uScm,1993-07-28,2004-08-02,11,stream,
835.2,turbidity_NTU,1993-07-28,2004-08-02,11,stream,
835.3,phosphorusTotal_mgl,1993-08-04,1993-08-04,1,stream,
835.3,specificConductance_uScm,1993-08-04,1993-08-04,1,stream,
835.3,turbidity_NTU,1993-08-04,1993-08-04,1,stream,
835.4,hydrogenDissolved_moll,1993-07-07,1993-09-22,10,stream,
835.4,phosphorusTotal_mgl,1993-07-07,1993-10-03,10,stream,
835.4,specificConductance_uScm,1993-07-07,1993-10-03,11,stream,
835.4,turbidity_NTU,1993-07-07,1993-10-03,11,stream,
850,hydrogenDissolved_moll,2021-08-24,2021-08-24,1,stream,
850,phosphorusTotal_mgl,2021-08-24,2021-08-24,1,stream,
850,specificConductance_uScm,2021-08-24,2021-08-24,1,stream,
850,turbidity_NTU,2021-08-24,2021-08-24,1,stream,
90,alkalinity_mglCaCO3,1993-05-25,2000-10-01,45,lake,cove
90,chloride_mgl,2020-06-15,2020-09-15,2,lake,cove
90,chlorophyll_a_ugl,1986-07-03,2022-09-20,193,lake,cove
90,hydrogenDissolved_moll,1986-07-03,2022-09-20,161,lake,cove
90,phosphorusTotal_mgl,1986-07-03,2022-09-20,161,lake,cove
90,secchiDepth_m,1986-07-03,2022-09-20,193,lake,cove
90,specificConductance_uScm,1986-07-03,2022-09-20,159,lake,cove
90,turbidity_NTU,1993-05-25,2022-09-20,135,lake,cove
999,oxygenDissolved_mgl,2016-05-31,2017-06-20,6,stream,
999,oxygenDissolvedPercentOfSaturation_pct,2016-05-31,2017-06-20,6,stream,
999,waterTemperature_degC,2016-05-31,2017-06-20,6,stream,
